地点コード,延床面積(㎡),有効率(%),有効面積(㎡),階層1,階層2,階層3,階層4,階層5,階層1_共込単価(円/㎡),階層1_共込単価(円/坪),階層2_共込単価(円/㎡),階層2_共込単価(円/坪),階層3_共込単価(円/㎡),階層3_共込単価(円/坪),階層4_共込単価(円/㎡),階層4_共込単価(円/坪),階層5_共込単価(円/㎡),階層5_共込単価(円/坪),階層1_有効面積(㎡),階層2_有効面積(㎡),階層3_有効面積(㎡),階層4_有効面積(㎡),階層5_有効面積(㎡),駐車場代単価（円/台）,駐車場台数,緯度,経度,用途,構造・階層,評価書,用途カテゴリ
川崎麻生-29,110,100,110,(一括)1～2階：住宅,,,,,2205,7289,,,,,,,,,110,0,0,0,0,0,0,35.599801944444444,139.5157211111111,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370029.html,戸建住宅系
川崎麻生-30,120,100,120,(一括)1～2階：住宅,,,,,2251,7441,,,,,,,,,120,0,0,0,0,0,0,35.59564388888889,139.5046311111111,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370030.html,戸建住宅系
川崎麻生-31,116.64,100,116.64,1階：住宅,2階：住宅,,,,1862,6155,1900,6281,,,,,,,58.32,58.32,0,0,0,0,0,35.58184694444444,139.49901194444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370031.html,戸建住宅系
川崎麻生-32,100,100,100,(一括)1～2階：住宅,,,,,1763,5828,,,,,,,,,100,0,0,0,0,0,0,35.605246944444445,139.47434611111112,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370032.html,戸建住宅系
川崎麻生-35,100,100,100,(一括)1～2階：住宅,,,,,1650,5455,,,,,,,,,100,0,0,0,0,0,0,35.61844611111111,139.5217188888889,戸建住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370035.html,戸建住宅系
川崎麻生5-1,1160,85.6,992.96,地下1階：店舗,1階：店舗,2階：事務所,3階：事務所,4階：事務所,2630,8694,3881,12830,2520,8331,2470,8165,2470,8165,199.52,204.16,204.16,192.56,192.56,0,0,35.60804805555556,139.51542111111112,中層店舗兼事務所,RC造地下1階地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370501.html,店舗＆事務所
川崎麻生5-2,8039.01,64.5,5184.66,地下2階：駐車場,地下1階：店舗・駐車場,1階：店舗,2階：店舗,3～8階：事務所,,,5100,16860,8750,28926,5650,18678,4850,16033,0,252.62,525.86,644.84,626.89,20000,38,35.60248111111111,139.508895,高層店舗兼事務所,SRC造地下2階地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370502.html,店舗＆事務所
川崎麻生5-3,517.75,92.3,477.75,地下1階：店舗,1階：店舗,2階：事務所,3階：事務所,,3080,10182,4530,14975,2800,9256,2800,9256,,,94.5,127.75,127.75,127.75,0,0,0,35.60483,139.50694,低層店舗兼事務所,RC造地下1階地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370503.html,店舗＆事務所
川崎麻生5-4,855,98.2,839.6,1階：店舗,2階：住宅,3階：住宅,4階：住宅,5階：住宅,2836,9375,2270,7504,2293,7580,2315,7653,2327,7693,167.92,167.92,167.92,167.92,167.92,0,0,35.610260000000004,139.51863,中層店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370504.html,店舗＆共同住宅
川崎麻生5-5,1600,94.2,1507.6,1階：店舗,2階：居宅,3階：居宅,4階：居宅,,2580,8529,2300,7603,2300,7603,2350,7769,,,382,375.2,375.2,375.2,0,0,0,35.60689694444444,139.4808488888889,中層店舗兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141370505.html,店舗＆共同住宅
相模原緑-1,94,100,94,1階：居宅,2階：居宅,,,,1700,5620,1750,5785,,,,,,,47,47,0,0,0,8000,1,35.596316944444446,139.323285,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510001.html,戸建住宅系
相模原緑-2,116,100,116,1階：居宅,2階：居宅,,,,1889,6245,1928,6374,,,,,,,58,58,0,0,0,0,0,35.597073888888886,139.35356388888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510002.html,戸建住宅系
相模原緑-3,124,100,124,1階：居宅,2階：居宅,,,,1522,5031,1553,5134,,,,,,,62,62,0,0,0,0,0,35.59204111111111,139.30400305555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510003.html,戸建住宅系
相模原緑-4,140,100,140,1階：住宅,2階：住宅,,,,1587,5246,1619,5352,,,,,,,70,70,0,0,0,0,0,35.579976111111115,139.33037694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510004.html,戸建住宅系
相模原緑-5,210,100,210,1階：居宅,2階：居宅,3階：居宅,,,1909,6311,1948,6440,1987,6569,,,,,70,70,70,0,0,0,0,35.59843194444444,139.33399694444446,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510005.html,戸建住宅系
相模原緑-6,155.79,100,155.79,1階：居宅,2階：居宅,3階：居宅,,,1900,6281,1930,6380,1960,6479,,,,,51.93,51.93,51.93,0,0,0,0,35.59947388888889,139.34039694444445,共同住宅,LS造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510006.html,戸建住宅系
相模原緑-7,92,100,92,1階：居宅,2階：居宅,,,,1750,5785,1800,5950,,,,,,,46,46,0,0,0,0,0,35.60052694444445,139.3234561111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510007.html,戸建住宅系
相模原緑-8,176,100,176,1階：住宅,2階：住宅,,,,1878,6208,1916,6334,,,,,,,88,88,0,0,0,0,0,35.59360888888889,139.35603500000002,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510008.html,戸建住宅系
相模原緑-9,223.14,100,223.14,1階：居宅,2階：居宅,3階：居宅,,,2000,6612,2032,6717,2032,6717,,,,,74.38,74.38,74.38,0,0,10000,1,35.589063055555556,139.343675,共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510009.html,戸建住宅系
相模原緑-11,176,100,176,1階：居宅,2階：居宅,,,,1958,6473,1998,6605,,,,,,,88,88,0,0,0,0,0,35.598728888888886,139.34982694444443,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510011.html,戸建住宅系
相模原緑-12,96,100,96,1階：居宅,2階：居宅,,,,1691,5590,1726,5706,,,,,,,48,48,0,0,0,0,0,35.60235194444444,139.32965305555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510012.html,戸建住宅系
相模原緑-13,124,100,124,1階：居宅,2階：居宅,,,,1381,4565,1415,4678,,,,,,,62,62,0,0,0,5000,2,35.568065,139.3201388888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510013.html,戸建住宅系
相模原緑-14,106,100,106,1階：居宅,2階：居宅,,,,1580,5223,1601,5293,,,,,,,53,53,0,0,0,0,0,35.594825,139.31201388888888,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510014.html,戸建住宅系
相模原緑-16,100,100,100,1階：居宅,2階：居宅,,,,1600,5289,1645,5438,,,,,,,50,50,0,0,0,0,0,35.59853611111111,139.3038711111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510016.html,戸建住宅系
相模原緑-18,124,100,124,1階：居宅,2階：居宅,,,,1644,5435,1678,5547,,,,,,,62,62,0,0,0,6000,2,35.597341944444445,139.31613000000002,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510018.html,戸建住宅系
相模原緑-19,120,100,120,1階：居宅,2階：居宅,,,,1520,5025,1570,5190,,,,,,,60,60,0,0,0,0,0,35.57606694444444,139.3377911111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510019.html,戸建住宅系
相模原緑-20,180,100,180,1階：居宅,2階：居宅,,,,1450,4793,1500,4959,,,,,,,90,90,0,0,0,3000,2,35.58960305555556,139.2522561111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510020.html,戸建住宅系
相模原緑-21,114,100,114,1階：居宅,2階：居宅,,,,1371,4532,1399,4625,,,,,,,57,57,0,0,0,0,0,35.58309611111111,139.272275,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510021.html,戸建住宅系
相模原緑-25,144,100,144,1階：共同住宅,2階：共同住宅,,,,1541,5094,1572,5197,,,,,,,72,72,0,0,0,0,0,35.59133027777778,139.3192238888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510025.html,戸建住宅系
相模原緑-26,92,100,92,1階：居宅,2階：居宅,,,,1580,5223,1599,5286,,,,,,,46,46,0,0,0,7000,1,35.60170027777778,139.31726305555554,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510026.html,戸建住宅系
相模原緑5-1,189,100,189,1階：店舗,2階：居宅,,,,1870,6182,1450,4793,,,,,,,94.5,94.5,0,0,0,0,0,35.58377333333333,139.2579697222222,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510501.html,店舗系
相模原緑5-2,715.55,84.1,601.8,1階：店舗,2～5階：事務所,,,,5154,17038,2835,9372,,,,,,,120.36,120.36,0,0,0,0,0,35.596338888888894,139.3460138888889,店舗兼事務所,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510502.html,店舗＆事務所
相模原緑5-3,210,100,210,1階：店舗,2階：居宅,,,,2095,6926,1404,4641,,,,,,,105,105,0,0,0,0,0,35.61639388888889,139.18886694444444,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510503.html,店舗系
相模原緑5-4,800,78.8,630,1階：店舗,2～3階：居宅,4～5階：居宅,,,5473,18093,2463,8142,2572,8502,,,,,180,112.5,112.5,0,0,0,0,35.59520694444444,139.341275,店舗兼共同住宅,RC造地上5階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510504.html,店舗＆共同住宅
相模原緑5-5,400,100,400,1階：店舗,,,,,3286,10863,,,,,,,,,400,0,0,0,0,0,0,35.59692583333334,139.30968722222224,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510505.html,店舗系
相模原緑5-6,244,100,244,1階：店舗,2～3階：居宅,,,,2603,8605,1614,5336,,,,,,,84,80,0,0,0,0,0,35.59446805555556,139.32130194444443,店舗兼共同住宅,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510506.html,店舗＆共同住宅
相模原緑5-7,1290,75.3,971.8,1階：店舗,2階：店舗・事務所,3階：事務所,,,4358,14407,3450,11405,3000,9917,,,,,309.6,331.1,331.1,0,0,0,0,35.59257388888889,139.34025111111112,店舗・事務所,S造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510507.html,店舗＆事務所
相模原緑9-1,600,100,600,(一括)1階：工場,,,,,1397,4618,,,,,,,,,600,0,0,0,0,0,0,35.58411361111111,139.34226444444445,中規模工場,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510901.html,工場・倉庫
相模原緑9-2,42000,93,39060,1～4階：倉庫,,,,,1493,4936,,,,,,,,,9765,0,0,0,0,0,0,35.597765,139.32623388888888,倉庫,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141510902.html,工場・倉庫
相模原中央-1,130,100,130,1階：居宅,2階：居宅,,,,1763,5828,1799,5947,,,,,,,65,65,0,0,0,0,0,35.560535,139.38041611111112,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520001.html,戸建住宅系
相模原中央-2,144,100,144,1階：居宅,2階：居宅,,,,1820,6017,1857,6139,,,,,,,72,72,0,0,0,0,0,35.56151805555555,139.39084194444445,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520002.html,戸建住宅系
相模原中央-3,156,100,156,1階：居宅,2階：居宅,,,,1627,5379,1660,5488,,,,,,,78,78,0,0,0,0,0,35.577905,139.3594938888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520003.html,戸建住宅系
相模原中央-4,130,100,130,1階：居宅,2階：居宅,,,,1909,6311,1948,6440,,,,,,,65,65,0,0,0,0,0,35.57107805555555,139.39985000000001,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520004.html,戸建住宅系
相模原中央-5,128,100,128,1階：居宅,2階：居宅,,,,1567,5180,1599,5286,,,,,,,64,64,0,0,0,0,0,35.56532305555555,139.35759194444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520005.html,戸建住宅系
相模原中央-6,172,100,172,1階：居宅,2階：居宅,,,,1461,4830,1476,4879,,,,,,,86,86,0,0,0,0,0,35.55771305555556,139.35381388888888,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520006.html,戸建住宅系
相模原中央-7,300,100,300,1階：居宅,2階：居宅,3階：居宅,,,1600,5289,1650,5455,1700,5620,,,,,100,100,100,0,0,0,0,35.56863805555555,139.38652194444444,共同住宅,LS造地上3階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520007.html,戸建住宅系
相模原中央-8,108,100,108,1階：居宅,2階：居宅,,,,1750,5785,1800,5950,,,,,,,54,54,0,0,0,0,0,35.571378888888894,139.36535138888888,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520008.html,戸建住宅系
相模原中央-9,140,100,140,1階：居宅,2階：居宅,,,,1910,6314,1936,6400,,,,,,,70,70,0,0,0,0,0,35.579768055555554,139.366095,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520009.html,戸建住宅系
相模原中央-10,93,100,93,1階：住宅,2階：住宅,,,,1587,5246,1619,5352,,,,,,,46.5,46.5,0,0,0,0,0,35.58293888888889,139.39604111111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520010.html,戸建住宅系
相模原中央-11,90,100,90,1階：住宅,2階：住宅,,,,1644,5435,1695,5603,,,,,,,45,45,0,0,0,0,0,35.597138888888885,139.36454805555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520011.html,戸建住宅系
相模原中央-12,200,100,200,1階：居宅,2階：居宅,,,,1750,5785,1800,5950,,,,,,,100,100,0,0,0,8000,1,35.557853055555555,139.41471611111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520012.html,戸建住宅系
相模原中央-13,150,100,150,(一括)1～2階：居宅,,,,,1553,5134,,,,,,,,,150,0,0,0,0,0,0,35.56876805555556,139.41163305555557,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520013.html,戸建住宅系
相模原中央-14,99.36,100,99.36,1階：居宅,2階：居宅,,,,1642,5428,1676,5540,,,,,,,49.68,49.68,0,0,0,0,0,35.59003388888889,139.3685661111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520014.html,戸建住宅系
相模原中央-15,140,100,140,1階：居宅,2階：居宅,,,,1590,5256,1611,5326,,,,,,,70,70,0,0,0,0,0,35.58598805555555,139.35624388888888,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520015.html,戸建住宅系
相模原中央-16,190,100,190,1階：居宅,2階：居宅,,,,1500,4959,1550,5124,,,,,,,95,95,0,0,0,6000,1,35.552596111111114,139.34135111111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520016.html,戸建住宅系
相模原中央-17,160,100,160,1階：居宅,2階：居宅,,,,1533,5068,1564,5170,,,,,,,80,80,0,0,0,0,0,35.55099,139.35553194444444,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520017.html,戸建住宅系
相模原中央-19,90,100,90,1階：居宅,2階：居宅,,,,1600,5289,1650,5455,,,,,,,45,45,0,0,0,6000,1,35.55634305555556,139.37071111111112,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520019.html,戸建住宅系
相模原中央-22,168,100,168,1階：居宅,2階：居宅,,,,1763,5828,1799,5947,,,,,,,84,84,0,0,0,0,0,35.567123055555555,139.37653194444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520022.html,戸建住宅系
相模原中央-23,142,100,142,1階：居宅,2階：居宅,,,,1427,4717,1457,4817,,,,,,,71,71,0,0,0,0,0,35.55797833333333,139.3372261111111,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520023.html,戸建住宅系
相模原中央-24,116,100,116,1階：居宅,2階：居宅,,,,1675,5537,1725,5702,,,,,,,58,58,0,0,0,0,0,35.58198388888889,139.3539111111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520024.html,戸建住宅系
相模原中央-25,152,100,152,1階：居宅,2階：居宅,,,,1419,4691,1448,4787,,,,,,,76,76,0,0,0,0,0,35.538553888888885,139.34279305555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520025.html,戸建住宅系
相模原中央-26,124,100,124,1階：居宅,2階：居宅,,,,1714,5666,1749,5782,,,,,,,62,62,0,0,0,8000,1,35.558143888888885,139.3857338888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520026.html,戸建住宅系
相模原中央-27,160,100,160,1階：居宅,2階：居宅,,,,1550,5124,1559,5154,,,,,,,80,80,0,0,0,0,0,35.55974194444445,139.34902805555555,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520027.html,戸建住宅系
相模原中央-28,110,100,110,1階：居宅,2階：居宅,,,,1642,5428,1676,5540,,,,,,,55,55,0,0,0,0,0,35.55199,139.37505805555554,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520028.html,戸建住宅系
相模原中央-30,148,100,148,1階：居宅,2階：居宅,,,,1694,5600,1729,5716,,,,,,,74,74,0,0,0,0,0,35.563068055555554,139.41096,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520030.html,戸建住宅系
相模原中央-31,156,100,156,1階：居宅,2階：居宅,,,,1681,5557,1715,5669,,,,,,,78,78,0,0,0,0,0,35.56520611111111,139.3738688888889,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520031.html,戸建住宅系
相模原中央-32,115.96,100,115.96,1階：居宅,2階：居宅,,,,1587,5246,1619,5352,,,,,,,57.98,57.98,0,0,0,0,0,35.57274388888889,139.40666694444445,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520032.html,戸建住宅系
相模原中央-33,124,100,124,1階：居宅,2階：居宅,,,,1868,6175,1906,6301,,,,,,,62,62,0,0,0,0,0,35.56373611111111,139.39621305555556,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520033.html,戸建住宅系
相模原中央-34,100,100,100,1階：住宅,2階：住宅,,,,1626,5375,1676,5540,,,,,,,50,50,0,0,0,0,0,35.556149166666664,139.37914194444446,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520034.html,戸建住宅系
相模原中央-35,140,100,140,1階：居宅,2階：居宅,,,,1652,5461,1686,5574,,,,,,,70,70,0,0,0,0,0,35.55977638888889,139.4084488888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520035.html,戸建住宅系
相模原中央-36,116,100,116,1階：居宅,2階：居宅,,,,1627,5379,1660,5488,,,,,,,58,58,0,0,0,0,2,35.56069055555556,139.3675172222222,共同住宅,W造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520036.html,戸建住宅系
相模原中央5-1,874.76,83,725.8,1階：店舗,2階：事務所,3～5階：居宅,6～8階：居宅,,4677,15461,3050,10083,2447,8089,2495,8248,,,55.91,83.87,100.64,94.7,0,0,0,35.58057111111111,139.36985694444445,店舗・事務所兼共同住宅,RC造地上8階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520501.html,店舗＆事務所＆共同住宅
相模原中央5-2,1400,84.1,1177.5,1階：店舗,2階：事務所,3～7階：共同住宅,,,3831,12664,2873,9498,2299,7600,,,,,200,212.5,153,0,0,0,0,35.57787305555556,139.3746,店舗、事務所兼共同住宅,RC造地上7階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520502.html,店舗＆事務所＆共同住宅
相模原中央5-3,848.66,89.8,762.26,1階：店舗,2階：事務所,3～7階：居宅,,,3600,11901,2600,8595,2000,6612,,,,,130.7,105.26,105.26,0,0,0,0,35.56993611111111,139.39563305555555,店舗・事務所兼共同住宅,RC造地上7階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520503.html,店舗＆事務所＆共同住宅
相模原中央5-4,458.44,86.8,397.86,1階：店舗,2階：事務所,3階：事務所,4階：事務所,,3884,12840,2760,9124,2250,7438,2050,6777,,,118.85,106.4,106.4,66.21,0,0,0,35.57691611111111,139.36775805555556,店舗兼事務所,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520504.html,店舗＆事務所
相模原中央5-5,480,81.9,393,1階：店舗,2階：事務所,3～4階：居宅,,,3396,11226,2717,8982,2038,6737,,,,,114,101,89,0,0,0,0,35.581313055555555,139.36612305555556,店舗事務所兼共同住宅,RC造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520505.html,店舗＆共同住宅
相模原中央5-6,3807,84.2,3204.25,1階：店舗,2～6階：事務所,,,,3085,10198,2468,8159,,,,,,,507.6,539.33,0,0,0,0,0,35.569175,139.37234,店舗兼事務所,RC造地上6階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520506.html,店舗＆事務所
相模原中央5-7,210,100,210,1階：店舗,2階：居宅,,,,2463,8142,1724,5699,,,,,,,105,105,0,0,0,0,0,35.566003055555555,139.36737805555555,店舗兼共同住宅,S造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520507.html,店舗系
相模原中央5-8,450,100,450,(一括)1階：店舗,,,,,4800,15868,,,,,,,,,450,0,0,0,0,0,0,35.57380388888889,139.37123194444445,店舗,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520508.html,店舗系
相模原中央9-1,630,100,630,(一括)1階：工場,,,,,1444,4774,,,,,,,,,630,0,0,0,0,0,0,35.57280305555555,139.35092500000002,工場,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520901.html,工場・倉庫
相模原中央9-2,190,100,190,(一括)1階：倉庫,,,,,1360,4496,,,,,,,,,190,0,0,0,0,0,0,35.56238888888889,139.334045,倉庫,S造地上1階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520902.html,工場・倉庫
相模原中央9-3,220,100,220,1階：工場,2階：居宅,,,,1500,4959,1550,5124,,,,,,,110,110,0,0,0,6000,2,35.569626944444444,139.35833,工場併用住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520903.html,工場・倉庫
相模原中央9-4,18000,100,18000,1階：倉庫,2階：倉庫,3階：倉庫,4階：倉庫,,1361,4499,1361,4499,1361,4499,1361,4499,,,4500,4500,4500,4500,0,5000,20,35.53917833333333,139.3605161111111,倉庫,S造地上4階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141520904.html,工場・倉庫
相模原南-1,144,100,144,1階：居宅,2階：居宅,,,,1800,5950,1830,6050,,,,,,,72,72,0,0,0,0,0,35.52332694444444,139.4334211111111,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530001.html,戸建住宅系
相模原南-2,160,100,160,1階：居宅,2階：居宅,,,,2000,6612,2030,6711,,,,,,,80,80,0,0,0,0,0,35.53053805555556,139.4282988888889,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530002.html,戸建住宅系
相模原南-3,132,100,132,1階：居宅,2階：居宅,,,,1811,5987,1848,6109,,,,,,,66,66,0,0,0,0,0,35.51196888888889,139.41469805555556,共同住宅,LS造地上2階建,https://www.reinfolib.mlit.go.jp/landPrices_/realEstateAppraisalReport/2026/14/2026141530003.html,戸建住宅系
